,O,Location,Person,MilitaryPlatform,Organisation,Weapon,Temporal,Money
Felix,,,1.0,,,,,
Nieto,,,1.0,,,,,
Major,,,2.0,,,,,
Werner,,,1.0,,,,,
Albl,,,2.0,,,,,
Teodoro,,,1.0,,,,,
E.,,,1.0,,,,,
López,,,1.0,,,,,
Calderón.,,,1.0,,,,,
H.E.,,,1.0,,,,,
María,,,1.0,,,,,
Margarita,,,1.0,,,,,
Robles,,,1.0,,,,,
Fernández,,,1.0,,,,,
Stefano,,,1.0,,,,,
Tomat,,,1.0,,,,,
Cosnier,,,3.0,,,,,
Smiths,,,1.0,,5.0,,,
Detection,,,1.0,,5.0,,,
Minister’s,,,2.0,,,,,
Procurement,,,2.0,,,,,
Cartlidge,,,2.0,,,,,
Roland,,,1.0,,,,,
Carter,,,1.0,,,,,
Simon,,,1.0,,,,,
Asquith,,,1.0,,,,,
Submarines,,,1.0,,,,,
Lieutenant,,,2.0,,,,,
Tom,,,4.0,,,,,
Copinger-Symes,,,2.0,,,,,
BRIGADIER,,,1.0,,,,,
GENERAL,,,1.0,,,,,
PAT,,,1.0,,,,,
RYDER,,,39.0,,,,,
Yasar,,,3.0,,,,,
Guler,,,3.0,,,,,
Jens,,,1.0,,,,,
Stoltenberg,,,1.0,,,,,
AP,,,1.0,,,,,
Tara,,,1.0,,,,,
Copp,,,1.0,,,,,
Ryder.,,,1.0,,,,,
GEN.,,,38.0,,,,,
Courtney,,,1.0,,,,,
minister.,,,1.0,,,,,
Pat.,,,2.0,,,,,
Eunice.,,,1.0,,,,,
Eunice,,,1.0,,,,,
Chris.,,,1.0,,,,,
Fahdi,,,1.0,,,,,
Jaishankar,,,1.0,,,,,
Modi,,,1.0,,,,,
Ryo,,,1.0,,,,,
Ryo.,,,1.0,,,,,
Tony,,,1.0,,,,,
Sabrina,,,3.0,,,,,
Mike.,,,1.0,,,,,
Tony’s,,,1.0,,,,,
Lloyd,,,4.0,,,,,
J.,,,4.0,,,,,
III,,,4.0,1.0,,,,
Press,,,2.0,,,,,
Brig.,,,4.0,,,,,
Pat,,,1.0,,,,,
Ryder,,,6.0,,,,,
Ely,,,1.0,,,,,
S.,,,1.0,,2.0,,,
Ratner,,,7.0,,,,,
F-22,,,1.0,1.0,,,,
Raptor,,,1.0,1.0,,,,
pilot,,,1.0,,,,,
secretary.,,,1.0,,,,,
Grynkewich,,,8.0,,,,,
Alexus,,,2.0,,,,,
G.,,,1.0,,,,,
Singh,,,6.0,,,,,
Dan,,,1.0,,,,,
Ealy,,,2.0,,,,,
Sgt.,,,2.0,,,,,
Matsunaga,,,5.0,,,,,
Kurilla,,,2.0,,,,,
Dr.,,,3.0,,,,,
Moore,,,3.0,,,,,
Harrington,,,1.0,,,,,
Sue,,,1.0,,,,,
Gordon,,,1.0,,,,,
Mac,,,1.0,,,,,
Thornberry,,,1.0,,,,,
“Erik”,,,1.0,,,,,
Master,,,1.0,,,,,
Derrick,,,1.0,,,,,
Walters,,,1.0,,,,,
Colonel,,,2.0,,,,,
Khaled,,,1.0,,,,,
Alrubaian,,,1.0,,,,,
Schuyler,,,2.0,,,,,
Brandon,,,1.0,,,,,
Huff,,,1.0,,,,,
Matthew,,,2.0,,,,,
Woods,,,2.0,,,,,
Airman,,,1.0,,,,,
Marc,,,1.0,,,,,
Francis,,,1.0,,,,,
Henry,,,1.0,,,,,
captain,,,1.0,,,,,
Herion.,,,1.0,,,,,
Luigi,,,1.0,1.0,,,,
Rizzo,,,1.0,1.0,,,,
Yoon,,,1.0,,,,,
Sung-won,,,1.0,,,,,
Emmanuel,,,1.0,,,,,
Slaars,,,1.0,,,,,
Colin,,,1.0,,,,,
Corridan,,,1.0,,,,,
59’s,,,1.0,,,,,
Derek,,,1.0,,,,,
McKnight,,,1.0,,,,,
Saif,,,1.0,,,,,
bin,,,4.0,,,,,
Nasser,,,1.0,,,,,
Mohsin,,,1.0,,,,,
Rahbi,,,1.0,,,,,
Nick,,,1.0,,,,,
Jabs,,,1.0,,,,,
CENTCOM’s,,,1.0,,1.0,,,
Larry,,,1.0,,,,,
McCord,,,1.0,,,,,
Surgeon.,,,1.0,,,,,
Al-Khawalde,,,1.0,,,,,
Yasser,,,1.0,,,,,
Hussain,,,1.0,,,,,
Mandourah,,,1.0,,,,,
Eric,,,1.0,,,,,
A.,,,1.0,,,,,
Helgen,,,1.0,,,,,
Grynkewich.,,,1.0,,,,,
LT,,,1.0,,,,,
Sehng,,,1.0,,,,,
Hwang,,,1.0,,,,,
Cutter,,,1.0,,,,,
Clarence,,,1.0,,,,,
Sutphin,,,1.0,,,,,
Jr.,,,1.0,,,,,
Reid,,,1.0,,,,,
Abdullah,,,1.0,,,,,
Hassan,,,1.0,,,,,
Al-Sulaiti,,,1.0,,,,,
Cooper’s,,,1.0,,,,,
Pilot,,,1.0,,,,,
Salem,,,1.0,,,,,
Aqeel,,,1.0,,,,,
al-Nabit,,,1.0,,,,,
W.,,,1.0,,,,,
Ring,,,2.0,,,,,
Timothy,,,1.0,,,,,
P.,,,1.0,,,,,
Williams,,,1.0,,,,,
Ring.,,,2.0,,,,,
“Col.,,,1.0,,,,,
Husein,,,1.0,,,,,
Shokirzoda,,,1.0,,,,,
Jaloliddin,,,1.0,,,,,
Qurbonzoda,,,1.0,,,,,
troops,,,,14.0,8.0,,,
drone,,,,16.0,,,,
anti-tank,,,,5.0,,2.0,,
garrison,,,,2.0,,,,
soldiers,,,,14.0,1.0,,,
submarine,,,,8.0,,,,
S-400,,,,2.0,,,,
radar,,,,1.0,,,,
Drone,,,,1.0,,,,
drones.,,,,2.0,,,,
drones,,,,13.0,,,,
Nlaw,,,,1.0,,,,
Specialist,,,,1.0,,,,
bomb,,,,1.0,,,,
minefields.,,,,2.0,,,,
sappers,,,,5.0,2.0,,,
jets,,,,2.0,,,,
mines,,,,3.0,,15.0,,
minefields,,,,8.0,,,,
anti-personnel,,,,2.0,,1.0,,
bounding,,,,2.0,,,,
minesAt,,,,1.0,,,,
cylindrical,,,,1.0,,,,
grenades,,,,1.0,,1.0,,
weapons,,,,15.0,,4.0,,
sapper,,,,1.0,,,,
artillery,,,,6.0,,2.0,,
artillery.,,,,3.0,,,,
infantry,,,,5.0,1.0,,,
bunkers,,,,3.0,,,,
barriers,,,,1.0,,,,
tanks,,,,2.0,,,,
Challenger,,,,1.0,,,,
2,,,,2.0,,,2.0,
airborne,,,,1.0,,,,
counter-offensive.,,,,1.0,,,,
US,,,,1.0,34.0,,,
aerial,,,,2.0,,,,
kamikaze,,,,1.0,,,,
Drones,,,,1.0,,,,
trenches.,,,,1.0,,,,
Brigade,,,,8.0,3.0,,,
battalion,,,,2.0,,,,
24th,,,,10.0,,,1.0,
Mechanised,,,,1.0,,,,
garrisoned,,,,1.0,,,,
battalions,,,,4.0,,,,
explosive,,,,3.0,,5.0,,
brigades,,,,1.0,,,,
Brigade.,,,,1.0,,,,
squadron,,,,1.0,,,,
F-35,,,,1.0,,,,
Lightning,,,,2.0,,,,
IIs,,,,2.0,,,,
Forces,,,,10.0,55.0,,,
421st,,,,1.0,,,,
Fighter,,,,1.0,2.0,,,
F-35’s,,,,2.0,,,,
A-10,,,,11.0,,,,
F-16s,,,,1.0,,,,
Sentinel-class,,,,2.0,,,,
USCGC,,,,4.0,,,,
Goldman,,,,2.0,,,,
1142,,,,2.0,,,,
Royal,,,,1.0,17.0,,,
Navy’s,,,,1.0,4.0,,,
Farooq,,,,3.0,,,,
PC,,,,3.0,,,,
43,,,,3.0,,,,
rigid-hull,,,,1.0,,,,
Inflatable,,,,1.0,,,,
cutters,,,,4.0,,,,
Combat,,,,1.0,,,,
Patrol,,,,1.0,3.0,,,
Thunderbolt,,,,6.0,,,,
II’s,,,,1.0,,,,
Arleigh,,,,1.0,,,,
Burke-class,,,,1.0,,,,
guided-missile,,,,1.0,,1.0,,
destroyer,,,,2.0,,,,
USS,,,,9.0,,,,
Stethem,,,,2.0,,,,
DDG,,,,3.0,,,,
63,,,,1.0,,,,
F-35A,,,,1.0,,,,
II,,,,6.0,,,,
Bataan,,,,1.0,,,,
LHD,,,,1.0,,,,
Thomas,,,,1.0,,,,
Hudner,,,,1.0,,,,
116,,,,1.0,,,,
P-8A,,,,3.0,,,,
Poseidon,,,,4.0,,,,
Guided-missile,,,,1.0,,,,
Hamilton,,,,1.0,,,,
HH-60W,,,,1.0,,,,
Jolly,,,,1.0,,,,
Green,,,,1.0,,,,
Battalion,,,,2.0,,,,
platoon,,,,1.0,,,,
Soldiers,,,,3.0,1.0,,,
warship,,,,3.0,,,,
HMS,,,,2.0,,,,
Lancaster,,,,2.0,,,,
F229,,,,1.0,,,,
Jordanian,,,,1.0,5.0,,,
Sailors,,,,1.0,2.0,,,
Guardsmen,,,,1.0,,,,
Airmen,,,,7.0,,,,
anti-terrorism,,,,1.0,,,,
brigade-level,,,,1.0,,,,
nuclear-powered,,,,4.0,,2.0,,
installation,,,,1.0,,,,
propulsion,,,,1.0,,,,
Avangard,,,,1.0,,,,
glide,,,,1.0,,,,
vehicle.,,,,2.0,,,,
bloody,,,,1.0,,,,
siege,,,,1.0,,,,
Wagner,,,,1.0,,,,
boss,,,,1.0,,,,
crashed,,,,1.0,,,,
plane,,,,1.0,,,,
soldier’s,,,,2.0,,,,
Leopard,,,,1.0,,,,
object,,,,1.0,,,,
proxy,,,,1.0,,,,
weapons.,,,,1.0,,,,
munition,,,,1.0,,,,
Abrams,,,,1.0,,,,
tanks.,,,,1.0,,,,
defenses,,,,1.0,,,,
defense.,,,,1.0,,,,
armored,,,,1.0,,,,
vehicles.,,,,1.0,,,,
servicemen,,,,1.0,,,,
Hawk,,,,1.0,,,,
Patriot,,,,1.0,,,,
Belgian,,,,1.0,1.0,,,
forces”,,,,1.0,,,,
15th,,,,1.0,,,,
transport,,,,1.0,,,,
Airbus,,,,1.0,,,,
A400,,,,1.0,,,,
submarines,,,,7.0,,,,
weaponry,,,,1.0,,,,
drone.,,,,1.0,,,,
UAVs,,,,5.0,,,,
UAV,,,,6.0,,,,
F-16,,,,3.0,,,,
Ronald,,,,1.0,,,,
Reagan,,,,1.0,,,,
Antietam,,,,2.0,,,,
airmen,,,,1.0,,,,
munitions,,,,2.0,,,,
infantry-based,,,,1.0,,,,
force’s,,,,3.0,,,,
A-10C,,,,1.0,,,,
Wing’s,,,,1.0,,,,
KC-135,,,,4.0,,,,
Stratotanker,,,,1.0,,,,
C-17,,,,1.0,,,,
Globemaster,,,,1.0,,,,
KC-46A,,,,1.0,,,,
Pegasus,,,,1.0,,,,
KC-46.”,,,,1.0,,,,
CMF’s,,,,1.0,1.0,,,
ROKS,,,,1.0,,,,
Chungmugong,,,,3.0,,,,
Yi,,,,3.0,,,,
Sun-sin,,,,2.0,,,,
frigate,,,,1.0,,,,
ITS,,,,1.0,,,,
Sun-sin.,,,,1.0,,,,
MANTAS,,,,1.0,,,,
Devil,,,,1.0,,,,
Ray,,,,1.0,,,,
T-38,,,,1.0,,,,
Dextrous,,,,2.0,,,,
MCM,,,,2.0,,,,
RNOV,,,,1.0,,,,
Rahmani,,,,1.0,,,,
Q41,,,,1.0,,,,
Glen,,,,7.0,,,,
Harris,,,,4.0,,,,
Harris’s,,,,3.0,,,,
teams.,,,,1.0,,,,
EFS,,,,1.0,,,,
A-10s,,,,2.0,,,,
Force’s,,,,1.0,,,,
A-10’s,,,,1.0,,,,
fast-response,,,,1.0,,,,
P-8,,,,1.0,,,,
Force-Capable,,,,1.0,,,,
ISW,,,,,4.0,,,
BBC,,,,,13.0,,,
VDV,,,,,2.0,,,
Agriculture,,,,,1.0,,,
Horticulture,,,,,1.0,,,
Board,,,,,1.0,,,
AHDB,,,,,1.0,,,
Nato,,,,,2.0,,,
daily,,,,,1.0,,4.0,
Enterprise,,,,,1.0,,,
Explosive,,,,,2.0,,,
Ordnance,,,,,2.0,,,
Disposal,,,,,2.0,,,
EOD,,,,,2.0,,,
Engineer,,,,,1.0,,,
Regiment,,,,,2.0,,,
Search,,,,,1.0,,,
sappers.,,,,,1.0,,,
King,,,,,1.0,,,
College,,,,,1.0,,,
London,,,,,1.0,,,
Studies,,,,,1.0,,,
Department,,,,,9.0,1.0,,
SBU,,,,,3.0,,,
troop,,,,,1.0,,,
government,,,,,26.0,,,
newspaper.,,,,,1.0,,,
46th,,,,,1.0,,,
Assault,,,,,1.0,,,
Reuters,,,,,1.0,,,
Kremlin,,,,,3.0,,,
Centre,,,,,2.0,,,
pro-Ukraine,,,,,1.0,,,
alliance.,,,,,1.0,,,
Congress,,,,,17.0,,,
government.,,,,,1.0,,,
pro-Moscow,,,,,2.0,,,
Union,,,,,10.0,,,
Nations,,,,,2.0,,,
Assembly,,,,,2.0,,,
Magazine,,,,,1.0,,,
Fundamental,,,,,1.0,,,
Rights,,,,,2.0,,,
Agency,,,,,1.0,,,
Newsnight,,,,,1.0,,,
U.S.’s,,,,,1.0,,,
ISIS,,,,,19.0,,,
NAVCENT,,,,,12.0,,,
AFCENT,,,,,2.0,,,
AFCENT’s,,,,,1.0,,,
USARCENT,,,,,6.0,,,
CCP,,,,,9.0,,,
USARCENT’s,,,,,1.0,,,
G33,,,,,1.0,,,
HHBN,,,,,1.0,,,
CCP’s,,,,,1.0,,,
Combined,,,,,28.0,,,
CMF,,,,,14.0,,,
Committee,,,,,8.0,,,
Cross,,,,,6.0,,,
Fleet’s,,,,,3.0,,,
IMSC,,,,,10.0,,,
Sentinel,,,,,2.0,,,
NAVCENT-led,,,,,1.0,,,
team.”,,,,,1.0,,,
RJNF,,,,,1.0,,,
Forces.,,,,,5.0,,,
IMSC.,,,,,1.0,,,
IMSC’s,,,,,1.0,,,
JAF,,,,,2.0,,,
Marines,,,,,8.0,,,
56,,,,,1.0,,,
59,,,,,4.0,,,
Anti-Terrorism,,,,,1.0,,,
Team,,,,,2.0,,,
56.,,,,,1.0,,,
Asian,,,,,1.0,,,
3rd,,,,,2.0,,,
Bureau,,,,,1.0,,,
state’s,,,,,1.0,,,
Guardsman,,,,,1.0,,,
151,,,,,11.0,,,
TF,,,,,7.0,,,
465.,,,,,1.0,,,
465,,,,,3.0,,,
EUNF,,,,,1.0,,,
CMF-affiliated,,,,,1.0,,,
RIA,,,,,1.0,,,
Novosti,,,,,1.0,,,
Federal,,,,,1.0,,,
Threat,,,,,1.0,,,
NTI,,,,,2.0,,,
Duma,,,,,1.0,,,
deputies.,,,,,1.0,,,
CNN,,,,,4.0,,,
Moscow’s,,,,,3.0,,,
Sputnik,,,,,1.0,,,
elites,,,,,1.0,,,
BRICS,,,,,1.0,,,
US-,,,,,1.0,,,
Western-led,,,,,1.0,,,
Prosecutor’s,,,,,2.0,,,
RBC,,,,,1.0,,,
officials.,,,,,1.0,,,
Moscow.,,,,,2.0,,,
lawmaking,,,,,2.0,,,
CNN’s,,,,,6.0,,,
GOP,,,,,7.0,,,
Californian,,,,,1.0,,,
Tea,,,,,1.0,,,
system.,,,,,1.0,,,
conference.,,,,,1.0,,,
Capitol,,,,,1.0,,,
47th,,,,,1.0,,,
Americans,,,,,1.0,,,
Texas,,,,,1.0,,,
House.,,,,,1.0,,,
Kharkiv’s,,,,,1.0,,,
59th,,,,,1.0,,,
BBC.,,,,,3.0,,,
Rzeczpospolita,,,,,2.0,,,
Jaroslaw,,,,,1.0,,,
Kaczynski,,,,,1.0,,,
institute,,,,,1.0,,,
Nations.,,,,,1.0,,,
agency.,,,,,1.0,,,
Norwegian,,,,,1.0,,,
Compliance,,,,,1.0,,,
Criminal,,,,,1.0,,,
Court.,,,,,1.0,,,
ICRC,,,,,5.0,,,
Killnet,,,,,6.0,,,
IT,,,,,1.0,,,
ministry,,,,,2.0,,,
Nazi,,,,,13.0,,,
14th,,,,,2.0,,,
Waffen,,,,,1.0,,,
Grenadier,,,,,1.0,,,
Division,,,,,8.0,,,
SS,,,,,2.0,,,
Galicia,,,,,10.0,,,
Commons,,,,,2.0,,,
Nazis,,,,,3.0,,,
Soviets,,,,,3.0,,,
Germans,,,,,2.0,,,
Waffen-SS,,,,,1.0,,,
Division.,,,,,3.0,,,
Allied,,,,,1.0,,,
embassy,,,,,1.0,,,
collaborators,,,,,1.0,,,
Unity,,,,,1.0,,,
Complex,,,,,1.0,,,
perpetrators,,,,,1.0,,,
Senate,,,,,1.0,,,
Senate.,,,,,1.0,,,
RBC.,,,,,1.0,,,
CEUMC,,,,,3.0,,,
EUMC,,,,,2.0,,,
States’,,,,,3.0,,,
Generation,,,,,1.0,,,
EUMAM,,,,,1.0,,,
EU’s,,,,,9.0,,,
Concepts,,,,,1.0,,,
Capabilities,,,,,1.0,,,
Directorate,,,,,2.0,,,
EUMS,,,,,1.0,,,
FHQ,,,,,1.0,,,
non-EU,,,,,1.0,,,
SATCEN,,,,,1.0,,,
CESAEROB,,,,,1.0,,,
Aerospace,,,,,3.0,,,
Observation,,,,,1.0,,,
Systems,,,,,1.0,,,
INTA,,,,,1.0,,,
Technology,,,,,2.0,,,
MS,,,,,1.0,,,
Union’s,,,,,1.0,,,
EU‘s,,,,,1.0,,,
Political,,,,,1.0,,,
EEAS,,,,,1.0,,,
Monitoring,,,,,1.0,,,
EUMM,,,,,2.0,,,
Europol,,,,,1.0,,,
Border,,,,,1.0,,,
Coastguard,,,,,1.0,,,
Force.,,,,,1.0,,,
EUCAP,,,,,6.0,,,
University.,,,,,1.0,,,
EUAM,,,,,1.0,,,
Libyan,,,,,1.0,,,
Panel,,,,,1.0,,,
Expert,,,,,1.0,,,
Crime,,,,,2.0,,,
Information,,,,,2.0,,,
Cell,,,,,2.0,,,
Equipment,,,,,2.0,,,
DE,,,,,2.0,,,
S,,,,,2.0,,,
UK’s,,,,,3.0,,,
MOD,,,,,2.0,,,
UK-based,,,,,1.0,,,
MOD’s,,,,,1.0,,,
Science,,,,,1.0,,,
Laboratory,,,,,1.0,,,
Dstl,,,,,1.0,,,
AUKUS,,,,,16.0,,,
Submarine,,,,,1.0,,,
Advance,,,,,1.0,,,
Verification,,,,,1.0,,,
AVT,,,,,4.0,,,
Navies,,,,,1.0,,,
SSN-AUKUS,,,,,1.0,,,
CyberSec,,,,,2.0,,,
NATO’s,,,,,4.0,,,
DOD,,,,,5.0,,,
Ministerial,,,,,2.0,,,
Contact,,,,,2.0,,,
Group,,,,,5.0,,,
UDCG,,,,,2.0,,,
PKK.,,,,,1.0,,,
PKK,,,,,7.0,,,
YPG,,,,,3.0,,,
SDF,,,,,1.0,,,
Syrian,,,,,1.0,,,
Iraqis,,,,,1.0,,,
central,,,,,1.0,,,
Kurdistan,,,,,1.0,,,
Peshmerga,,,,,2.0,,,
CJTF-OIR,,,,,1.0,,,
ISF,,,,,1.0,,,
Houthis,,,,,2.0,,,
Houthis.,,,,,1.0,,,
IRGC,,,,,1.0,,,
District,,,,,2.0,,,
Court,,,,,1.0,,,
Columbia,,,,,1.0,,,
U.S.-India,,,,,3.0,,,
G20,,,,,3.0,,,
Congress.,,,,,2.0,,,
ATACMS,,,,,3.0,,,
defeat-ISIS,,,,,1.0,,,
Communist,,,,,1.0,,,
PLA,,,,,2.0,,,
Liberation,,,,,1.0,,,
199th,,,,,1.0,,,
Indonesian,,,,,1.0,,,
Writers,,,,,1.0,,,
Huawei.,,,,,1.0,,,
non-NATO,,,,,1.0,,,
Department.,,,,,1.0,,,
USAI,,,,,1.0,,,
Brigade’s,,,,,1.0,,,
Control,,,,,2.0,,,
ECG,,,,,2.0,,,
5’s,,,,,2.0,,,
MARFORCOM,,,,,1.0,,,
reservists,,,,,1.0,,,
Gunfire,,,,,1.0,,,
Liaison,,,,,1.0,,,
Company,,,,,1.0,,,
48.,,,,,1.0,,,
Presidential,,,,,1.0,,,
Aviation,,,,,1.0,,,
USCENTCOM,,,,,2.0,,,
Command-conceptualized,,,,,1.0,,,
Ground,,,,,1.0,,,
MOS,,,,,1.0,,,
MARCENT,,,,,1.0,,,
SOCCENT,,,,,1.0,,,
SPACECENT,,,,,1.0,,,
CENTCOM.Each,,,,,1.0,,,
Google,,,,,1.0,,,
Chair,,,,,1.0,,,
Services,,,,,1.0,,,
Committee•,,,,,1.0,,,
CENTCOM•,,,,,3.0,,,
U.S,,,,,1.0,,,
Defense.,,,,,1.0,,,
AGE,,,,,11.0,,,
“AGE,,,,,2.0,,,
912th,,,,,1.0,,,
Refueling,,,,,1.0,,,
sailors,,,,,1.0,,,
U.S.-led,,,,,1.0,,,
154.,,,,,1.0,,,
153,,,,,2.0,,,
154,,,,,5.0,,,
CMF.,,,,,1.0,,,
154’s,,,,,1.0,,,
152,,,,,1.0,,,
Fifth,,,,,2.0,,,
ALINDIEN,,,,,2.0,,,
NAVCENT’s,,,,,1.0,,,
“U.S.,,,,,1.0,,,
U.,,,,,2.0,,,
“CENTCOM,,,,,1.0,,,
PATFORSWA,,,,,2.0,,,
PATFORSWA’s,,,,,1.0,,,
Maritimes,,,,,1.0,,,
Construct.,,,,,1.0,,,
9th,,,,,1.0,,,
AEW,,,,,2.0,,,
USCENTCOM.”,,,,,1.0,,,
Amphibious,,,,,1.0,,,
Terminal,,,,,1.0,,,
Attack,,,,,1.0,,,
Controllers,,,,,1.0,,,
JTAC,,,,,1.0,,,
JTACs,,,,,1.0,,,
Islamic,,,,,3.0,,,
Revolutionary,,,,,2.0,,,
IRGCN,,,,,4.0,,,
Emiri,,,,,2.0,,,
VNG,,,,,4.0,,,
Mobile,,,,,1.0,,,
Barfoot-based,,,,,1.0,,,
183rd,,,,,1.0,,,
VNG’s,,,,,1.0,,,
missile,,,,,,33.0,,
missiles,,,,,,10.0,,
explosives,,,,,,1.0,,
mine,,,,,,10.0,,
bomb.,,,,,,1.0,,
Trip,,,,,,1.0,,
wires,,,,,,1.0,,
Mines,,,,,,1.0,,
dragons,,,,,,1.0,,
signals.,,,,,,1.0,,
warMissiles,,,,,,1.0,,
Himars,,,,,,1.0,,
rocket,,,,,,6.0,,
launcher,,,,,,1.0,,
Rocket,,,,,,1.0,,
rifle,,,,,,1.0,,
self-propelled,,,,,,1.0,,
gun,,,,,,2.0,,
152mm,,,,,,1.0,,
Akatsiya,,,,,,1.0,,
Acacia,,,,,,1.0,,
shells,,,,,,2.0,,
howitzer,,,,,,1.0,,
Babushka,,,,,,1.0,,
boats,,,,,,1.0,,
30mm,,,,,,1.0,,
12,,,,,,1.0,1.0,
Burevestnik,,,,,,5.0,,
missiles.,,,,,,2.0,,
Kinzhal,,,,,,1.0,,
ballistic,,,,,,6.0,,
Sarmat,,,,,,1.0,,
warhead,,,,,,3.0,,
retaliation,,,,,,1.0,,
Intercontinental,,,,,,1.0,,
Ballistic,,,,,,1.0,,
Missiles,,,,,,1.0,,
weapons”,,,,,,1.0,,
arsenals,,,,,,1.0,,
'fragments,,,,,,1.0,,
Iskander,,,,,,5.0,,
American-donated,,,,,,1.0,,
machine,,,,,,1.0,,
pipeline,,,,,,1.0,,
launchers,,,,,,1.0,,
KAB-500,,,,,,1.0,,
bombs,,,,,,2.0,,
“Iskander,,,,,,1.0,,
vapours,,,,,,2.0,,
aerosols,,,,,,1.0,,
Wearable,,,,,,2.0,,
agent,,,,,,5.0,,
Survey,,,,,,2.0,,
Remote,,,,,,2.0,,
aerosol,,,,,,1.0,,
standoff,,,,,,1.0,,
coverage,,,,,,1.0,,
Tomahawk,,,,,,2.0,,
minigun,,,,,,1.0,,
SDBs,,,,,,2.0,,
nautical,,,,,,1.0,,
June,,,,,,,12.0,
2014,,,,,,,7.0,
September,,,,,,,9.0,
August,,,,,,,9.0,
Friday,,,,,,,5.0,
February,,,,,,,11.0,
2022,,,,,,,18.0,
October,,,,,,,8.0,
2022.,,,,,,,7.0,
2021,,,,,,,7.0,
tomorrow,,,,,,,1.0,
November.,,,,,,,1.0,
2024,,,,,,,6.0,
March,,,,,,,6.0,
Saturday,,,,,,,4.0,
09:00,,,,,,,1.0,
13:00.,,,,,,,1.0,
2014.,,,,,,,1.0,
pre-2022,,,,,,,1.0,
1990s,,,,,,,1.0,
18-month,,,,,,,1.0,
Sept.,,,,,,,7.0,
23-24,,,,,,,1.0,
July,,,,,,,5.0,
April,,,,,,,13.0,
5-8,,,,,,,1.0,
2023.,,,,,,,5.0,
7,,,,,,,3.0,
July.,,,,,,,1.0,
2023,,,,,,,25.0,
Aug.,,,,,,,6.0,
31,,,,,,,2.0,
1980.,,,,,,,1.0,
4,,,,,,,3.0,
today,,,,,,,14.0,
2019,,,,,,,3.0,
October.,,,,,,,1.0,
8-18,,,,,,,1.0,
2001,,,,,,,2.0,
six-day,,,,,,,1.0,
2003,,,,,,,3.0,
year’s,,,,,,,2.0,
1993,,,,,,,1.0,
2012,,,,,,,1.0,
annually,,,,,,,1.0,
2004,,,,,,,1.0,
today’s,,,,,,,1.0,
18,,,,,,,2.0,
2009,,,,,,,2.0,
2018,,,,,,,2.0,
Thursday,,,,,,,8.0,
midday,,,,,,,1.0,
Today,,,,,,,3.0,
Wednesday,,,,,,,7.0,
yesterday,,,,,,,4.0,
Tuesday,,,,,,,3.0,
2016,,,,,,,2.0,
midterm,,,,,,,1.0,
2020,,,,,,,4.0,
May,,,,,,,21.0,
December,,,,,,,4.0,
1989,,,,,,,1.0,
8,,,,,,,3.0,
11,,,,,,,6.0,
yesterday.,,,,,,,3.0,
1943.,,,,,,,1.0,
1941,,,,,,,1.0,
1942.,,,,,,,1.0,
1970s,,,,,,,1.0,
80s,,,,,,,1.0,
1932-33,,,,,,,1.0,
1930s,,,,,,,1.0,
1985,,,,,,,1.0,
2017,,,,,,,1.0,
Oct,,,,,,,1.0,
2025.,,,,,,,2.0,
17th,,,,,,,1.0,
19th,,,,,,,1.0,
tomorrow.,,,,,,,1.0,
2008,,,,,,,2.0,
2006,,,,,,,1.0,
2007.,,,,,,,1.0,
2013,,,,,,,1.0,
March.,,,,,,,1.0,
2025,,,,,,,3.0,
2028,,,,,,,1.0,
2028.,,,,,,,1.0,
Oct.,,,,,,,3.0,
12.,,,,,,,1.0,
today.,,,,,,,1.0,
mid-November.,,,,,,,1.0,
22.,,,,,,,1.0,
2010s,,,,,,,1.0,
17,,,,,,,1.0,
2003.,,,,,,,1.0,
$,,,,,,,,32.0
110bn,,,,,,,,1.0
£90bn,,,,,,,,1.0
6bn,,,,,,,,2.0
24bn,,,,,,,,2.0
€5bn,,,,,,,,1.0
£4.3bn,,,,,,,,1.0
"£2,600",,,,,,,,1.0
"3,195",,,,,,,,1.0
9.5,,,,,,,,1.0
billions,,,,,,,,1.0
debt,,,,,,,,1.0
default,,,,,,,,1.0
billion,,,,,,,,14.0
6,,,,,,,,1.0
3bn,,,,,,,,2.0
£2.4bn,,,,,,,,1.0
135,,,,,,,,1.0
£110,,,,,,,,1.0
2bn,,,,,,,,1.0
£1.6bn,,,,,,,,1.0
£4.92bn,,,,,,,,1.0
46bn,,,,,,,,1.0
£37bn,,,,,,,,1.0
£19bn,,,,,,,,1.0
£88,,,,,,,,2.0
£4,,,,,,,,1.0
5.4,,,,,,,,4.0
1.6,,,,,,,,3.0
43.9,,,,,,,,1.0
multi-million,,,,,,,,1.0
dollar,,,,,,,,1.0
108,,,,,,,,1.0
203,,,,,,,,1.0
